rec_tourist_spots_geometry,rec_tourist_spots_tag,rec_tourist_spots_address,rec_tourist_spots_street,rec_tourist_spots_city
"POLYGON ((-6.2230495 53.4549739, -6.2231299 53.45491, -6.2231538 53.4549062, -6.2232211 53.4548956, -6.2233633 53.4547535, -6.2233579 53.4547279, -6.2231277 53.4546512, -6.2228778 53.4549132, -6.2230495 53.4549739))",pub,The Lord Mayors,,
"POLYGON ((-6.2181587 53.4632042, -6.2182474 53.4629584, -6.2183231 53.4629681, -6.2183177 53.4629831, -6.2186147 53.4630212, -6.2185927 53.463082, -6.218465 53.4630656, -6.2184385 53.4631389, -6.2183504 53.4631277, -6.2183155 53.4632243, -6.2181587 53.4632042))",pub,The Estuary,North Street,
"POLYGON ((-6.2205477 53.4593522, -6.2208438 53.459363, -6.2208553 53.4594542, -6.2206835 53.4594306, -6.2205414 53.4594386, -6.2205477 53.4593522))",pub,The Pound & The Attic,Bridge Street,Swords
"POLYGON ((-6.2072956 53.3712042, -6.207385 53.3712644, -6.207491 53.371198, -6.2076496 53.3711439, -6.2076093 53.3710983, -6.2075275 53.3711063, -6.2074564 53.3711415, -6.2073957 53.3711424, -6.2072956 53.3712042))",restaurant,53 Avenue Cafe,Collins Avenue East,
"POLYGON ((-6.2154033 53.3616926, -6.215214 53.3618461, -6.2151938 53.3618374, -6.2151436 53.3618751, -6.2151558 53.3618793, -6.215133 53.3619084, -6.2150791 53.3618925, -6.2150307 53.3619516, -6.2149022 53.3619166, -6.2150328 53.3615495, -6.2152977 53.3616592, -6.2153059 53.3616523, -6.2154033 53.3616926))",pub,The Yacht,Clontarf Road,Clontarf
"POLYGON ((-6.2541772 53.3506375, -6.2542137 53.3506918, -6.2540485 53.3507303, -6.2540134 53.3506789, -6.2541772 53.3506375))",cafe,Internet Call Shop,Gardiner Street Lower,Dublin
"POLYGON ((-6.1959228 53.3592779, -6.1958972 53.3593634, -6.195763 53.359349, -6.1956494 53.3593368, -6.195662 53.3592949, -6.1957756 53.3593071, -6.1957887 53.3592636, -6.1959228 53.3592779))",restaurant,Picasso,Vernon Avenue,
"POLYGON ((-6.1963275 53.3593092, -6.1964002 53.3593173, -6.196379 53.359361, -6.1963136 53.3593537, -6.1963275 53.3593092))",restaurant,Sand Bar Takeaway,,
"POLYGON ((-6.1956528 53.3590309, -6.1957787 53.3590917, -6.1957368 53.3591226, -6.1956928 53.3591551, -6.1954252 53.3593529, -6.1952992 53.3592921, -6.1955231 53.3591266, -6.1956528 53.3590309))",pub,Connolly’s,Clontarf Road,Clontarf
"POLYGON ((-6.1958463 53.3591754, -6.1958441 53.3591744, -6.195886 53.3591435, -6.1959458 53.3591723, -6.1959492 53.35919, -6.1959415 53.3592157, -6.1958375 53.3592046, -6.1958463 53.3591754))",cafe,Kennedys,Clontarf Road,
"POLYGON ((-6.0723497 53.3885257, -6.0723561 53.3885097, -6.0725381 53.3885354, -6.0725358 53.3885413, -6.0725518 53.3885435, -6.0725478 53.3885536, -6.0725634 53.3885558, -6.0725318 53.3886351, -6.0724892 53.388629, -6.0724856 53.3886379, -6.0723147 53.3886137, -6.0723164 53.3886094, -6.0722362 53.388598, -6.0722431 53.3885839, -6.0722531 53.3885716, -6.0722722 53.3885527, -6.0722931 53.3885398, -6.0723222 53.3885286, -6.0723464 53.3885253, -6.0723497 53.3885257))",restaurant,Wright’s Findlater,Harbour Road,Howth
"POLYGON ((-6.2312724 53.3604986, -6.2305776 53.3608349, -6.2303928 53.360699, -6.23039 53.3606254, -6.2304399 53.36063, -6.2304629 53.360541, -6.230521 53.360562, -6.2305533 53.3605464, -6.2305809 53.3604938, -6.2306211 53.3605135, -6.2306972 53.3604834, -6.2307257 53.360454, -6.2307328 53.3604595, -6.2307555 53.3604485, -6.2309095 53.3605572, -6.2311764 53.360428, -6.2312724 53.3604986))",arts_centre,Clasaċ,Alfie Byrne Road,Dublin
"POLYGON ((-6.249081 53.3501118, -6.2488818 53.3500965, -6.2489293 53.3498756, -6.2491285 53.3498909, -6.249081 53.3501118))",pub,The Harbourmaster Pub,Custom House Docks,Dublin
"POLYGON ((-6.173553 53.3669559, -6.1735841 53.3669366, -6.1735275 53.3669059, -6.1735879 53.3668663, -6.1734999 53.3668185, -6.1734102 53.3668774, -6.173553 53.3669559))",restaurant,Yang's,Clontarf Road,Dublin
"POLYGON ((-6.1052072 53.5229469, -6.1045635 53.522915, -6.1045662 53.5227237, -6.1052313 53.5227252, -6.1052072 53.5229469))",restaurant,Sapphire's Chinese Restaurant,,
"POLYGON ((-6.2510439 53.3502145, -6.2509499 53.3501917, -6.2510446 53.3500524, -6.2511386 53.3500752, -6.2510439 53.3502145))",pub,The Brew Dock,Amiens Street,Dublin
"POLYGON ((-6.2555708 53.3689795, -6.2556178 53.3689107, -6.2552086 53.3688119, -6.2551317 53.3689235, -6.2554473 53.3690048, -6.2554873 53.3689537, -6.2555708 53.3689795))",pub,Millmount House,Drumcondra Road Upper,Dublin
"POLYGON ((-6.2561389 53.3675596, -6.2561669 53.3674697, -6.2562319 53.3674685, -6.2562455 53.3673773, -6.2559578 53.3673944, -6.2556954 53.3674231, -6.2557091 53.3674804, -6.2558393 53.3674901, -6.2558304 53.3675208, -6.2559847 53.3675402, -6.2561389 53.3675596))",pub,Fagan’s,Drumcondra Road Lower,Dublin
"POLYGON ((-6.2492221 53.3526102, -6.2492874 53.3526362, -6.249317 53.3526098, -6.2494102 53.3526468, -6.2492172 53.3527208, -6.2491804 53.352723, -6.2491411 53.352712, -6.2491338 53.35269, -6.2492221 53.3526102))",pub,Lloyd’s,Amiens Street,Dublin
"POLYGON ((-6.2503582 53.3511712, -6.2502821 53.3513028, -6.2503105 53.3513255, -6.2505195 53.3512909, -6.2504776 53.3511688, -6.2503582 53.3511712))",pub,J.J. Grainger,Talbot Street,Dublin
"POLYGON ((-6.2489504 53.35378, -6.2492627 53.3537199, -6.2491519 53.3535147, -6.2490003 53.3535439, -6.248812 53.3535801, -6.2487102 53.353617, -6.2484878 53.3538271, -6.2485708 53.3539663, -6.2486855 53.3539445, -6.2487994 53.3539214, -6.2490135 53.353878, -6.2489504 53.35378))",arts_centre,Fire Station Artists' Studios,Buckingham Street Lower,
"POLYGON ((-6.2094958 53.3755442, -6.2096078 53.3754734, -6.2096224 53.3754515, -6.2096217 53.3754334, -6.2095208 53.3753726, -6.2094163 53.3754409, -6.2093687 53.3754721, -6.2094958 53.3755442))",pub,The Ramble,Killester Avenue,Dublin
"POLYGON ((-6.1772515 53.3798752, -6.1771423 53.379903, -6.1769984 53.3797019, -6.1771076 53.3796741, -6.1771478 53.3797304, -6.1772515 53.3798752))",pub,The Watermill,Howth Road,Raheny
"POLYGON ((-6.1768937 53.3799682, -6.176786 53.3799959, -6.1767277 53.3799146, -6.1766967 53.3798719, -6.1768044 53.3798443, -6.1768937 53.3799682))",restaurant,Raheny Takeaway,Howth Road,Raheny
"POLYGON ((-6.1749037 53.3799316, -6.1748604 53.3799899, -6.1746841 53.3799433, -6.1747275 53.379885, -6.1749037 53.3799316))",restaurant,Mint Cottage,,
"POLYGON ((-6.1750033 53.3805369, -6.174946 53.3805975, -6.1749067 53.3806362, -6.1748756 53.3806668, -6.1747118 53.3807727, -6.1746454 53.3807362, -6.1746618 53.3807256, -6.174615 53.3806999, -6.1745838 53.38072, -6.1745438 53.380698, -6.1745603 53.3806873, -6.1745416 53.380677, -6.1745427 53.3806349, -6.1746001 53.3805977, -6.1745735 53.3805831, -6.174766 53.3804586, -6.1748096 53.3804304, -6.1750033 53.3805369))",pub,The Manhattan,Station Road,Raheny
"POLYGON ((-6.1741446 53.380062, -6.1738758 53.3799055, -6.1740484 53.3797674, -6.1742087 53.3798454, -6.1743692 53.3799528, -6.1741446 53.380062))",pub,The Inn,,
"POLYGON ((-6.2301213 53.3647987, -6.2300405 53.3647591, -6.2301253 53.3646976, -6.230206 53.3647373, -6.2301213 53.3647987))",cafe,Bram's Café,,
"POLYGON ((-6.2352752 53.3633097, -6.235301 53.3633963, -6.2352626 53.3634032, -6.2351814 53.3634217, -6.2351442 53.3633638, -6.2351341 53.3633454, -6.2352752 53.3633097))",restaurant,Hillbillys,Fairview,Dublin
"POLYGON ((-6.2345549 53.3636722, -6.2345438 53.3636822, -6.2344713 53.3636528, -6.2345377 53.3635949, -6.234583 53.3635705, -6.2345397 53.3635418, -6.2345947 53.3635122, -6.2346368 53.3635401, -6.2347531 53.3636171, -6.2346808 53.3636559, -6.2346251 53.3636191, -6.2345933 53.3636376, -6.2346468 53.3636629, -6.2346039 53.3636953, -6.2345549 53.3636722))",cafe,Javaholics,,Dublin
"POLYGON ((-6.2356736 53.363211, -6.2356897 53.363288, -6.2358238 53.3632732, -6.2358302 53.3633102, -6.2358103 53.3633118, -6.2358255 53.3633803, -6.2358388 53.3634398, -6.2359579 53.3634303, -6.2359741 53.3635032, -6.2357798 53.3635175, -6.2357766 53.3635021, -6.2356669 53.3635117, -6.235642 53.3634021, -6.235605 53.3632266, -6.2356736 53.363211))",pub,BRÚ House,Fairview,Dublin
"POLYGON ((-6.2353332 53.3632952, -6.2354304 53.3632691, -6.23546 53.3634169, -6.2353716 53.3634256, -6.2353583 53.3633869, -6.2353332 53.3632952))",restaurant,Chopped,Fairview,
"POLYGON ((-6.2364114 53.3629954, -6.2365602 53.3629597, -6.2366282 53.3630755, -6.236432 53.3631131, -6.2364298 53.3630717, -6.2363965 53.3630794, -6.2364015 53.3631202, -6.23633 53.3631357, -6.2363052 53.3630646, -6.2362914 53.3630223, -6.2364114 53.3629954))",pub,Gaffney & Son,Fairview,Dublin
"POLYGON ((-6.2373132 53.3628136, -6.2373257 53.3629329, -6.2373306 53.3629801, -6.2373744 53.3629784, -6.2373772 53.3630054, -6.2374029 53.3630045, -6.237402 53.3629966, -6.2373826 53.362811, -6.2373132 53.3628136))",restaurant,Tuk Asian Street Food,Fairview Strand,
"POLYGON ((-6.1840362 53.3650402, -6.1838753 53.3650038, -6.1839208 53.3649323, -6.1841243 53.3649784, -6.1840936 53.3650267, -6.1840509 53.3650171, -6.1840362 53.3650402))",cafe,Tillie's Cafe,Saint Gabriels Road,Dublin
"POLYGON ((-6.2059554 53.3708212, -6.2059621 53.370606, -6.2061468 53.3705883, -6.2061884 53.3705843, -6.206264 53.3705771, -6.2063204 53.3707862, -6.2059554 53.3708212))",pub,The Beachcomber (Duignan's),Howth Road,
"POLYGON ((-6.2066797 53.3707188, -6.2067479 53.3707002, -6.2066389 53.3705619, -6.2065765 53.3705262, -6.2065296 53.3705228, -6.2066797 53.3707188))",cafe,Nuthouse Bistro,Howth Road,
"POLYGON ((-6.2405372 53.4043823, -6.2405516 53.4043311, -6.2402408 53.4043002, -6.2402241 53.404307, -6.2402133 53.4043451, -6.2402248 53.4043462, -6.2402173 53.4043729, -6.2402834 53.4043795, -6.2402793 53.4043943, -6.2403382 53.4044002, -6.2403485 53.4043635, -6.2405372 53.4043823))",restaurant,Little Venice,Swords Road,Dublin
"POLYGON ((-6.2487001 53.3572249, -6.2486283 53.3571774, -6.2487488 53.3571126, -6.2489668 53.3572719, -6.2487822 53.357364, -6.248741 53.3573356, -6.2486844 53.3573638, -6.2486229 53.3573214, -6.2486816 53.3572911, -6.2486355 53.3572593, -6.2487001 53.3572249))",pub,The Bridge Tavern,Summerhill Parade,Dublin
"POLYGON ((-6.2195759 53.4585674, -6.219107 53.4584855, -6.2191231 53.4584416, -6.219303 53.4583116, -6.2196521 53.4583628, -6.21959 53.4584601, -6.2200546 53.4585605, -6.2199865 53.4586654, -6.219569 53.458584, -6.2195759 53.4585674))",pub,The Star,Main Street,Swords
"POLYGON ((-6.1962245 53.3592978, -6.1963275 53.3593092, -6.1963136 53.3593537, -6.1962791 53.35935, -6.1962105 53.3593426, -6.1962245 53.3592978))",restaurant,Sand Bar,,
"POLYGON ((-6.2525122 53.3723468, -6.2525461 53.372298, -6.2522154 53.3722159, -6.2521823 53.3722641, -6.2525122 53.3723468))",restaurant,Chilli Banana,Drumcondra Road Upper,Dublin
"POLYGON ((-6.2523879 53.3725295, -6.2524255 53.3724767, -6.2524631 53.3724239, -6.2522778 53.3723794, -6.2521071 53.3723385, -6.2519478 53.3723003, -6.2518828 53.3724088, -6.2520332 53.3724447, -6.2522308 53.372492, -6.2523879 53.3725295))",pub,The Ivy House,Drumcondra Road Upper,Dublin
"POLYGON ((-6.0745687 53.3888427, -6.0745521 53.3888796, -6.0745249 53.3889401, -6.0747861 53.3889863, -6.0749408 53.3890172, -6.0750916 53.3890557, -6.0751258 53.3889978, -6.074988 53.3889433, -6.074892 53.3889033, -6.0747257 53.3888398, -6.0746356 53.3888053, -6.0745687 53.3888427))",restaurant,The Dog House Blues Tea Rooms,Howth Road,Howth
"POLYGON ((-6.0712806 53.3882149, -6.0712493 53.3882906, -6.0712298 53.3883378, -6.0713894 53.3883612, -6.0714443 53.3882284, -6.0712847 53.388205, -6.0712806 53.3882149))",cafe,Insomnia,Harbour Road,
"POLYGON ((-6.1956662 53.360029, -6.1956721 53.3600047, -6.1957707 53.3600132, -6.1957996 53.3598939, -6.1955285 53.3598704, -6.1954937 53.3600141, -6.1956662 53.360029))",restaurant,The Pigeon House,Vernon Avenue,Clontarf
"POLYGON ((-6.2068416 53.4034606, -6.2064734 53.403453, -6.2064861 53.4032238, -6.2068547 53.403231, -6.206853 53.4032701, -6.2068416 53.4034606))",pub,Priorswood Inn,Clonshaugh Avenue,Dublin
"POLYGON ((-6.1375601 53.431684, -6.1376624 53.4316901, -6.137647 53.4317525, -6.1375462 53.4317426, -6.1375601 53.431684))",restaurant,School Canteen,,
"POLYGON ((-6.2224791 53.4565655, -6.2225099 53.4565663, -6.2225166 53.4565783, -6.2227312 53.4565799, -6.22275 53.4565584, -6.2229404 53.4565248, -6.2228304 53.4563896, -6.2225127 53.4563778, -6.2225141 53.4564028, -6.2224913 53.4564061, -6.2224791 53.4565655))",bar,Chalk Bar,Well Road,Swords
"POLYGON ((-6.2355769 53.3914382, -6.2353469 53.3913826, -6.2352715 53.3914328, -6.2351181 53.3913509, -6.2351261 53.3913456, -6.2351454 53.3913327, -6.2352583 53.3912575, -6.2352838 53.3912405, -6.2352653 53.3912231, -6.2352686 53.3912175, -6.2352892 53.3911824, -6.2353036 53.3911579, -6.2353077 53.3911509, -6.2353462 53.3911294, -6.2353638 53.3911302, -6.2353648 53.3911221, -6.2353759 53.3910365, -6.2353766 53.3910307, -6.2355281 53.3910377, -6.2355134 53.3911523, -6.2356167 53.3911773, -6.235539 53.3912917, -6.235608 53.3913084, -6.2355739 53.3913586, -6.235623 53.3913704, -6.2355769 53.3914382))",pub,Kilmardinny Inn,Lorcan Avenue,
"POLYGON ((-6.2530633 53.3711496, -6.2532386 53.37114, -6.2533204 53.3711544, -6.2532695 53.3712992, -6.2531823 53.3712728, -6.253083 53.3712696, -6.2530732 53.3712355, -6.2530633 53.3711496))",pub,The Cat and Cage,Drumcondra Road Upper,Dublin
"POLYGON ((-6.2054708 53.3597306, -6.2054944 53.3595921, -6.2050142 53.359563, -6.2049906 53.3597014, -6.2053443 53.3597229, -6.2054708 53.3597306))",restaurant,The Baths at Clontarf,,
"POLYGON ((-6.0661402 53.3872366, -6.0661038 53.3872346, -6.0658456 53.3872253, -6.0658549 53.3871334, -6.06599 53.3871382, -6.0659927 53.387111, -6.0661074 53.3871046, -6.0661402 53.3872366))",restaurant,30 Church Street,Church Street,Howth
"POLYGON ((-6.0658288 53.3870837, -6.0656679 53.3870922, -6.0656827 53.3869109, -6.0658517 53.3869098, -6.0658288 53.3870837))",pub,The Abbey Tavern,Abbey Street,Howth
"POLYGON ((-6.0580909 53.3724474, -6.0583001 53.3725666, -6.0580333 53.3727332, -6.0577767 53.372587, -6.0579039 53.3725076, -6.0580217 53.3725747, -6.0581011 53.3725251, -6.0580307 53.372485, -6.0580909 53.3724474))",pub,Summit Inn,Thormanby Road,Howth
"POLYGON ((-6.2002636 53.4458541, -6.2006499 53.4459994, -6.2007706 53.4458652, -6.2005363 53.4457863, -6.200424 53.4457485, -6.2003817 53.4457342, -6.2002636 53.4458541))",pub,The Ploughman Bar and Grill,The Rise,Kinsealy
"POLYGON ((-6.1269748 53.4433732, -6.1268482 53.4433609, -6.1268434 53.4433816, -6.1266154 53.4433576, -6.1265671 53.4434535, -6.1259609 53.443388, -6.1260011 53.4432745, -6.125977 53.4432649, -6.1260172 53.4431483, -6.1262694 53.4431707, -6.1262747 53.4431291, -6.1264491 53.4431515, -6.1264464 53.4431787, -6.1266771 53.4432202, -6.1266905 53.4431978, -6.1270137 53.4432309, -6.1269748 53.4433732))",restaurant,Gourmet Food Parlour,,
"POLYGON ((-6.2155064 53.4446778, -6.2156344 53.4447162, -6.21577 53.4445558, -6.215642 53.4445174, -6.2155064 53.4446778))",cafe,Costa,Holywell Distributor Road,Swords
"POLYGON ((-6.2330313 53.3855755, -6.2331404 53.3857356, -6.2329513 53.3857814, -6.2329039 53.3857119, -6.2327336 53.3857531, -6.2327142 53.3857246, -6.2326424 53.385742, -6.2326002 53.38568, -6.2330313 53.3855755))",pub,Beaumont House,,Dublin
"POLYGON ((-6.2093067 53.3755385, -6.2092937 53.3755311, -6.2092824 53.3755381, -6.2092035 53.3754925, -6.2092142 53.3754859, -6.2092993 53.3754327, -6.2093687 53.3754721, -6.2094958 53.3755442, -6.2094065 53.3755974, -6.2093067 53.3755385))",restaurant,Bawarchi,Killester Avenue,Dublin
"POLYGON ((-6.2426586 53.3612669, -6.2425609 53.3612513, -6.2425681 53.3612399, -6.2424916 53.3612277, -6.2425349 53.3611568, -6.2424203 53.3611351, -6.2423842 53.3611189, -6.2424391 53.3610755, -6.2424752 53.3610917, -6.2425104 53.3610638, -6.2425819 53.3610888, -6.2426614 53.3610999, -6.2427627 53.3611393, -6.2427176 53.36118, -6.2426586 53.3612669))",pub,Clonliffe House,Ballybough Road,Dublin
"POLYGON ((-6.2009477 53.3893619, -6.2007869 53.3893099, -6.2007287 53.389198, -6.200767 53.3890858, -6.2012485 53.3891441, -6.2012196 53.3892476, -6.2011118 53.3892362, -6.2011066 53.3892508, -6.2011275 53.3892575, -6.2010902 53.3892985, -6.2010246 53.3892773, -6.2009477 53.3893619))",pub,Cock & Bull,,
"POLYGON ((-6.2101987 53.3804634, -6.2100035 53.3803348, -6.2101437 53.3802591, -6.2102343 53.3803188, -6.2102001 53.3803373, -6.2102379 53.3803622, -6.2102226 53.3803704, -6.2102508 53.380389, -6.2102766 53.3803751, -6.2103891 53.3804492, -6.2103403 53.3804756, -6.2103792 53.3805012, -6.2103319 53.3805268, -6.210219 53.3804524, -6.2101987 53.3804634))",pub,The Goblet,Malahide Road,
"POLYGON ((-6.1650487 53.3813105, -6.1647069 53.3813467, -6.1646727 53.3812315, -6.1647034 53.3812283, -6.1646924 53.381191, -6.1647936 53.3811803, -6.1647846 53.3811499, -6.1649944 53.3811278, -6.1650487 53.3813105))",pub,The Cedar Lounge,,
"POLYGON ((-6.1751174 53.3793318, -6.1750956 53.379368, -6.175047 53.3793576, -6.1749532 53.3793375, -6.1749009 53.3793263, -6.1748943 53.3793249, -6.1748977 53.3793193, -6.174851 53.3793093, -6.1748694 53.3792787, -6.1751174 53.3793318))",cafe,Perky's,,
"POLYGON ((-6.1655393 53.381213, -6.1655404 53.3812172, -6.1656298 53.3812087, -6.165644 53.3812615, -6.1655546 53.38127, -6.1655558 53.3812747, -6.1654145 53.3812882, -6.165398 53.3812265, -6.1655393 53.381213))",restaurant,McHugh's Wine & Dine Raheny,Saint Assam's Park,
"POLYGON ((-6.2270051 53.3678066, -6.2269864 53.3677969, -6.2267976 53.3677024, -6.2265975 53.3675972, -6.2266376 53.3675684, -6.2267196 53.3676111, -6.2267437 53.3675947, -6.2268711 53.3676611, -6.2269017 53.3676402, -6.2270985 53.3677428, -6.2270051 53.3678066))",pub,Grainger's,,
"POLYGON ((-6.2373722 53.4467097, -6.2374646 53.4466675, -6.2374545 53.4466596, -6.2374841 53.4466461, -6.237426 53.446601, -6.237304 53.4466568, -6.2373722 53.4467097))",restaurant,Thaima Asian Cuisine,,Swords
"POLYGON ((-6.2523045 53.3723359, -6.2522778 53.3723794, -6.2521071 53.3723385, -6.252132 53.3722954, -6.2522182 53.3723157, -6.2523045 53.3723359))",pub,Patrick Carthy & Sons,Drumcondra Road Upper,Dublin
"POLYGON ((-6.2530777 53.3714879, -6.2531134 53.3714276, -6.2528047 53.3713945, -6.2527703 53.3714447, -6.2530777 53.3714879))",restaurant,San Sab,Drumcondra Road Upper,Dublin
"POLYGON ((-6.2530064 53.3716085, -6.2530421 53.3715482, -6.252736 53.3714948, -6.2527017 53.371545, -6.2530064 53.3716085))",restaurant,Casa del Toro,Drumcondra Road Upper,Dublin
"POLYGON ((-6.2523805 53.3719751, -6.2527153 53.3720542, -6.2527824 53.3719573, -6.2524492 53.3718781, -6.2523805 53.3719751))",restaurant,Il Corvo,Drumcondra Road Upper,Dublin
"POLYGON ((-6.2526476 53.3721518, -6.2526815 53.372103, -6.2523475 53.3720233, -6.2523145 53.3720715, -6.2526476 53.3721518))",restaurant,Restaurant 104,Drumcondra Road Upper,Dublin
"POLYGON ((-6.2525461 53.372298, -6.2525799 53.3722493, -6.2522484 53.3721678, -6.2522154 53.3722159, -6.2525461 53.372298))",restaurant,Starry Kitchen,Drumcondra Road Upper,Dublin
"POLYGON ((-6.150996 53.4851202, -6.1511042 53.4851263, -6.1511103 53.4850877, -6.1512623 53.4850963, -6.1512392 53.4852415, -6.1509791 53.4852269, -6.1509812 53.4852136, -6.150996 53.4851202))",pub,Smyth,Ballalease West,Donabate
"POLYGON ((-6.2556597 53.3670328, -6.2556565 53.3670444, -6.2556334 53.3671273, -6.2556287 53.3671442, -6.2562688 53.367186, -6.2562737 53.3670931, -6.2560153 53.3670772, -6.2559937 53.3670745, -6.2556597 53.3670328))",pub,Kennedy’s,Drumcondra Road Lower,Dublin
"POLYGON ((-6.1771368 53.422946, -6.1771368 53.422889, -6.1768096 53.4228826, -6.1768 53.4229495, -6.1771368 53.422946))",cafe,Carol Kinsella Chocolate Café,,
"POLYGON ((-6.2552853 53.367571, -6.2552851 53.3676246, -6.2551118 53.3676265, -6.2551114 53.3676129, -6.2549102 53.3676151, -6.2549083 53.367591, -6.2551094 53.3675888, -6.2551085 53.3675742, -6.2552853 53.367571))",restaurant,Mint Leaf Indian Restaurant,Drumcondra Road Lower,Dublin
"POLYGON ((-6.2566434 53.3503104, -6.2565512 53.3503255, -6.2565096 53.3502377, -6.2566043 53.3502239, -6.2566434 53.3503104))",cafe,The Wooden Whisk,Talbot Street,
"POLYGON ((-6.2156344 53.4447162, -6.2157624 53.4447546, -6.215898 53.4445941, -6.21577 53.4445558, -6.2156344 53.4447162))",restaurant,Camile,Holywell Distributor Road,Swords
"POLYGON ((-6.1676579 53.523093, -6.1675253 53.5230817, -6.1674795 53.5230778, -6.1674906 53.5230315, -6.167669 53.5230467, -6.1676579 53.523093))",cafe,Skinny Batch Food Co.,Dublin Road,Lusk
"POLYGON ((-6.1651073 53.525187, -6.1649475 53.5251776, -6.1649596 53.5251114, -6.1651667 53.5250855, -6.1653748 53.5250756, -6.165551 53.5250875, -6.1655913 53.5251036, -6.1655968 53.525134, -6.1655416 53.5252757, -6.1655 53.5253817, -6.1654772 53.5253793, -6.1654343 53.5254494, -6.165154 53.5253825, -6.1652109 53.525296, -6.1650896 53.5252701, -6.1651266 53.5252091, -6.1652507 53.5252356, -6.1652622 53.5252183, -6.1651073 53.525187))",pub,Murray's,Station Road,Lusk
"POLYGON ((-6.1897707 53.3948726, -6.1896169 53.3948328, -6.1897342 53.3946715, -6.189888 53.3947113, -6.1897707 53.3948726))",cafe,Costa,,
"POLYGON ((-6.1663245 53.5270057, -6.1662557 53.5270162, -6.1662121 53.5270229, -6.1661918 53.527026, -6.1660064 53.5270542, -6.1659286 53.5270672, -6.1658735 53.5269549, -6.1659537 53.5269424, -6.1660637 53.5269251, -6.1660769 53.5269543, -6.1661465 53.5269432, -6.1662045 53.5269337, -6.1662078 53.5269433, -6.1662232 53.526941, -6.1662305 53.5269399, -6.166292 53.5269305, -6.1663085 53.5269686, -6.1663245 53.5270057))",pub,Top Shop,Main Street,Lusk
